raceId,driverId,constructorId,positionText,positionOrder,points,rank
496,119,21,R,23,0.0,\N
496,163,4,R,24,0.0,\N
496,177,56,F,25,0.0,\N
496,192,56,F,26,0.0,\N
496,205,53,F,27,0.0,\N
496,198,21,F,28,0.0,\N
496,118,53,F,29,0.0,\N
496,213,45,F,30,0.0,\N
497,178,3,1,1,9.0,\N
497,117,4,2,2,6.0,\N
497,152,51,3,3,4.0,\N
497,95,32,4,4,3.0,\N
497,137,34,5,5,2.0,\N
497,172,27,6,6,1.0,\N
497,187,1,7,7,0.0,\N
497,199,3,8,8,0.0,\N
497,202,6,9,9,0.0,\N
497,177,56,10,10,0.0,\N
497,119,21,11,11,0.0,\N
497,110,1,12,12,0.0,\N
497,105,25,13,13,0.0,\N
497,194,57,N,14,0.0,\N
497,118,53,R,15,0.0,\N
497,207,51,R,16,0.0,\N
497,203,6,D,17,0.0,\N
497,212,34,R,18,0.0,\N
497,176,55,R,19,0.0,\N
497,158,25,R,20,0.0,\N
497,163,4,R,21,0.0,\N
497,175,27,R,22,0.0,\N
497,173,32,R,23,0.0,\N
497,197,45,R,24,0.0,\N
497,201,54,F,25,0.0,\N
497,192,56,F,26,0.0,\N
497,206,37,F,27,0.0,\N
497,198,21,F,28,0.0,\N
497,205,53,F,29,0.0,\N
497,213,45,F,30,0.0,\N
498,178,3,1,1,9.0,\N
498,137,34,2,2,6.0,\N
498,177,56,3,3,4.0,\N
498,206,25,4,4,3.0,\N
498,152,51,5,5,2.0,\N
498,117,1,6,6,1.0,\N
498,217,34,7,7,0.0,\N
498,221,51,R,8,0.0,\N
498,222,6,R,9,0.0,\N
498,223,57,N,10,0.0,\N
498,224,56,N,11,0.0,\N
498,203,6,R,12,0.0,\N
498,172,27,R,13,0.0,\N
498,119,21,R,14,0.0,\N
498,176,54,R,15,0.0,\N
498,207,32,R,16,0.0,\N
498,200,21,R,17,0.0,\N
498,199,3,R,18,0.0,\N
498,173,32,R,19,0.0,\N
498,187,1,R,20,0.0,\N
498,219,4,R,21,0.0,\N
498,163,4,R,22,0.0,\N
498,202,27,R,23,0.0,\N
498,197,25,R,24,0.0,\N
498,225,58,F,25,0.0,\N
498,140,58,F,26,0.0,\N
498,136,54,F,27,0.0,\N
498,158,45,F,28,0.0,\N
499,163,4,1,1,9.0,\N
499,173,32,2,2,6.0,\N
499,178,3,3,3,4.0,\N
499,202,27,4,4,3.0,\N
499,117,1,5,5,2.0,\N
499,119,21,6,6,1.0,\N
499,176,54,7,7,0.0,\N
499,217,34,8,8,0.0,\N
499,177,56,9,9,0.0,\N
499,200,21,10,10,0.0,\N
499,187,1,11,11,0.0,\N
499,197,25,12,12,0.0,\N
499,152,51,13,13,0.0,\N
499,206,25,14,14,0.0,\N
499,224,56,15,15,0.0,\N
499,203,6,16,16,0.0,\N
499,221,51,R,17,0.0,\N
499,219,4,R,18,0.0,\N
499,137,34,R,19,0.0,\N
499,172,27,R,20,0.0,\N
499,223,57,R,21,0.0,\N
499,222,6,R,22,0.0,\N
499,207,32,R,23,0.0,\N
499,199,3,R,24,0.0,\N
499,136,54,F,25,0.0,\N
499,225,58,F,26,0.0,\N
499,140,58,F,27,0.0,\N
499,158,45,F,28,0.0,\N
500,163,4,1,1,9.0,\N
500,172,27,2,2,6.0,\N
500,202,27,3,3,4.0,\N
500,137,34,4,4,3.0,\N
500,199,3,5,5,2.0,\N
500,200,21,6,6,1.0,\N
500,197,25,7,7,0.0,\N
500,224,56,8,8,0.0,\N
500,223,57,9,9,0.0,\N
500,217,34,10,10,0.0,\N
500,187,1,11,11,0.0,\N
500,207,32,12,12,0.0,\N
500,209,58,13,13,0.0,\N
500,152,51,R,14,0.0,\N
500,219,4,R,15,0.0,\N
500,206,25,R,16,0.0,\N
500,177,56,R,17,0.0,\N
500,221,51,N,18,0.0,\N
500,178,3,R,19,0.0,\N
500,203,6,R,20,0.0,\N
500,222,6,R,21,0.0,\N
500,119,21,R,22,0.0,\N
500,158,45,R,23,0.0,\N
500,173,32,R,24,0.0,\N
500,117,1,W,25,0.0,\N
500,176,54,W,26,0.0,\N
500,225,58,F,27,0.0,\N
500,136,54,F,28,0.0,\N
501,137,34,1,1,9.0,\N
501,119,21,2,2,6.0,\N
501,224,56,3,3,4.0,\N
501,187,1,4,4,3.0,\N
501,222,6,5,5,2.0,\N
501,202,27,6,6,1.0,\N
501,200,21,7,7,0.0,\N
501,206,25,8,8,0.0,\N
501,163,4,9,9,0.0,\N
501,219,4,10,10,0.0,\N
501,177,56,R,11,0.0,\N
501,223,57,R,12,0.0,\N
501,152,51,R,13,0.0,\N
501,178,3,R,14,0.0,\N
501,203,6,R,15,0.0,\N
501,221,51,R,16,0.0,\N
501,172,27,R,17,0.0,\N
501,158,45,R,18,0.0,\N
501,199,3,R,19,0.0,\N
501,197,25,R,20,0.0,\N
501,173,32,R,21,0.0,\N
501,136,54,R,22,0.0,\N
501,207,32,R,23,0.0,\N
501,217,34,R,24,0.0,\N
501,225,58,F,25,0.0,\N
501,209,58,F,26,0.0,\N
501,226,1,F,27,0.0,\N
502,202,27,1,1,9.0,\N
502,178,3,2,2,6.0,\N
502,199,3,3,3,4.0,\N
502,163,4,4,4,3.0,\N
502,197,25,5,5,2.0,\N
502,203,6,6,6,1.0,\N
502,177,56,7,7,0.0,\N
502,222,6,8,8,0.0,\N
502,206,25,9,9,0.0,\N
502,173,32,10,10,0.0,\N
502,172,27,11,11,0.0,\N
502,136,54,12,12,0.0,\N
502,187,1,N,13,0.0,\N
502,119,21,R,14,0.0,\N
502,207,32,R,15,0.0,\N
502,221,51,R,16,0.0,\N
502,137,34,R,17,0.0,\N
502,117,1,R,18,0.0,\N
502,224,56,R,19,0.0,\N
502,227,57,R,20,0.0,\N
502,152,51,R,21,0.0,\N
502,217,34,R,22,0.0,\N
502,200,21,R,23,0.0,\N
502,219,4,R,24,0.0,\N
502,209,58,F,25,0.0,\N
502,225,58,F,26,0.0,\N
502,158,45,F,27,0.0,\N
503,199,3,1,1,9.0,\N
503,172,27,2,2,6.0,\N
503,137,34,3,3,4.0,\N
503,200,21,4,4,3.0,\N
503,203,6,5,5,2.0,\N
503,224,56,6,6,1.0,\N
503,207,32,7,7,0.0,\N
503,119,21,8,8,0.0,\N
503,173,32,9,9,0.0,\N
503,136,54,N,10,0.0,\N
503,202,27,R,11,0.0,\N
503,163,4,R,12,0.0,\N
503,221,51,R,13,0.0,\N
503,222,6,R,14,0.0,\N
503,219,4,R,15,0.0,\N
503,178,3,R,16,0.0,\N
503,152,51,R,17,0.0,\N
503,197,25,R,18,0.0,\N
503,117,1,R,19,0.0,\N
503,206,25,R,20,0.0,\N
503,187,1,F,21,0.0,\N
503,158,45,F,22,0.0,\N
503,209,58,F,23,0.0,\N
503,177,56,F,24,0.0,\N
503,217,34,F,25,0.0,\N
503,227,57,F,26,0.0,\N
503,225,58,F,27,0.0,\N
504,178,3,1,1,9.0,\N
504,202,27,2,2,6.0,\N
504,172,27,3,3,4.0,\N
504,137,34,4,4,3.0,\N
504,163,4,5,5,2.0,\N
504,199,3,6,6,1.0,\N
504,187,1,7,7,0.0,\N
504,203,6,8,8,0.0,\N
504,119,21,9,9,0.0,\N
504,200,21,10,10,0.0,\N
504,206,25,11,11,0.0,\N
504,222,6,12,12,0.0,\N
504,224,56,R,13,0.0,\N
504,197,25,R,14,0.0,\N
504,158,45,R,15,0.0,\N
504,176,54,R,16,0.0,\N
504,221,51,R,17,0.0,\N
504,207,32,R,18,0.0,\N
504,177,56,R,19,0.0,\N
504,152,51,R,20,0.0,\N
504,117,1,R,21,0.0,\N
504,173,32,R,22,0.0,\N
504,219,4,R,23,0.0,\N
504,217,34,R,24,0.0,\N
504,209,58,F,25,0.0,\N
504,136,57,F,26,0.0,\N
504,225,58,F,27,0.0,\N
505,178,3,1,1,9.0,\N
505,137,34,2,2,6.0,\N
505,199,3,3,3,4.0,\N
505,206,25,4,4,3.0,\N
505,197,25,5,5,2.0,\N
505,117,1,6,6,1.0,\N
505,212,34,7,7,0.0,\N
505,187,1,8,8,0.0,\N
505,119,21,9,9,0.0,\N
505,222,6,10,10,0.0,\N
505,211,3,11,11,0.0,\N
505,224,56,12,12,0.0,\N
505,200,21,13,13,0.0,\N
505,163,4,N,14,0.0,\N
505,202,27,R,15,0.0,\N
505,176,54,R,16,0.0,\N
505,207,32,R,17,0.0,\N
505,152,51,R,18,0.0,\N
505,203,6,R,19,0.0,\N
505,172,27,R,20,0.0,\N
505,221,51,R,21,0.0,\N
505,158,45,R,22,0.0,\N
505,173,32,R,23,0.0,\N
505,219,4,R,24,0.0,\N
505,136,57,F,25,0.0,\N
505,177,56,F,26,0.0,\N
505,228,3,F,27,0.0,\N
506,172,27,1,1,9.0,\N
506,199,3,2,2,6.0,\N
506,178,3,3,3,4.0,\N
506,137,34,4,4,3.0,\N
506,152,51,5,5,2.0,\N
506,203,6,6,6,1.0,\N
506,207,32,7,7,0.0,\N
506,200,21,8,8,0.0,\N
506,119,21,9,9,0.0,\N
506,206,25,10,10,0.0,\N
506,117,1,11,11,0.0,\N
506,176,54,12,12,0.0,\N
506,222,6,13,13,0.0,\N
506,136,57,14,14,0.0,\N
506,197,25,15,15,0.0,\N
506,173,32,16,16,0.0,\N
506,187,1,R,17,0.0,\N
506,219,4,R,18,0.0,\N
506,163,4,R,19,0.0,\N
506,158,45,R,20,0.0,\N
506,202,27,R,21,0.0,\N
506,224,56,R,22,0.0,\N
506,177,56,R,23,0.0,\N
506,212,34,R,24,0.0,\N
506,211,3,F,25,0.0,\N
506,229,54,F,26,0.0,\N
507,219,4,1,1,9.0,\N
507,178,3,2,2,6.0,\N
507,199,3,3,3,4.0,\N
507,172,27,4,4,3.0,\N
507,137,34,5,5,2.0,\N
507,173,32,6,6,1.0,\N
507,117,1,7,7,0.0,\N
507,203,6,8,8,0.0,\N
507,163,4,9,9,0.0,\N
507,212,34,10,10,0.0,\N
507,224,56,11,11,0.0,\N
507,176,54,12,12,0.0,\N
507,222,6,13,13,0.0,\N
507,119,21,14,14,0.0,\N
507,211,3,15,15,0.0,\N
507,177,56,16,16,0.0,\N
507,95,32,R,17,0.0,\N
507,187,1,R,18,0.0,\N
507,152,51,R,19,0.0,\N
507,202,27,R,20,0.0,\N
507,197,25,R,21,0.0,\N
507,158,45,R,22,0.0,\N
507,206,25,R,23,0.0,\N
507,207,32,R,24,0.0,\N
507,136,57,F,25,0.0,\N
507,200,21,F,26,0.0,\N
508,137,34,1,1,9.0,\N
508,163,4,2,2,6.0,\N
508,172,27,3,3,4.0,\N
508,199,3,4,4,3.0,\N
508,197,25,5,5,2.0,\N
508,117,1,6,6,1.0,\N
508,203,6,7,7,0.0,\N
508,207,32,8,8,0.0,\N
508,222,6,9,9,0.0,\N
508,176,54,10,10,0.0,\N
508,178,3,11,11,0.0,\N
508,206,25,R,12,0.0,\N
508,152,51,R,13,0.0,\N
508,158,45,R,14,0.0,\N
508,119,21,R,15,0.0,\N
508,219,4,R,16,0.0,\N
508,230,51,R,17,0.0,\N
508,209,57,R,18,0.0,\N
508,187,1,R,19,0.0,\N
508,224,56,R,20,0.0,\N
508,95,32,R,21,0.0,\N
508,173,32,R,22,0.0,\N
508,202,27,R,23,0.0,\N
508,212,34,R,24,0.0,\N
508,211,3,F,25,0.0,\N
508,136,57,F,26,0.0,\N
508,191,21,F,27,0.0,\N
508,177,56,F,28,0.0,\N
508,200,21,W,29,0.0,\N
509,137,34,1,1,9.0,\N
509,178,3,2,2,6.0,\N
509,199,3,3,3,4.0,\N
509,173,32,4,4,3.0,\N
509,177,56,5,5,2.0,\N
509,202,27,6,6,1.0,\N
509,117,1,7,7,0.0,\N
509,222,6,8,8,0.0,\N
509,172,27,9,9,0.0,\N
509,163,4,10,10,0.0,\N
509,211,3,11,11,0.0,\N
509,158,45,12,12,0.0,\N
509,197,25,13,13,0.0,\N
509,219,4,R,14,0.0,\N
509,176,54,R,15,0.0,\N
509,207,32,R,16,0.0,\N
509,119,21,R,17,0.0,\N
509,206,25,R,18,0.0,\N
509,187,1,R,19,0.0,\N
509,212,34,R,20,0.0,\N
509,224,56,R,21,0.0,\N
509,203,6,R,22,0.0,\N
509,152,51,R,23,0.0,\N
509,230,51,R,24,0.0,\N
509,95,32,F,25,0.0,\N
509,181,21,F,26,0.0,\N
509,136,57,F,27,0.0,\N
509,209,57,F,28,0.0,\N
510,178,3,1,1,9.0,\N
510,199,3,2,2,6.0,\N
510,202,27,3,3,4.0,\N
510,187,1,4,4,3.0,\N
510,203,6,5,5,2.0,\N
510,212,34,6,6,1.0,\N
510,197,25,7,7,0.0,\N
510,172,27,8,8,0.0,\N
510,177,56,9,9,0.0,\N
510,173,32,10,10,0.0,\N
510,200,21,11,11,0.0,\N
510,136,57,12,12,0.0,\N
510,117,1,R,13,0.0,\N
510,163,4,R,14,0.0,\N
510,219,4,R,15,0.0,\N
510,137,34,R,16,0.0,\N
510,207,32,R,17,0.0,\N
510,110,51,R,18,0.0,\N
510,158,45,R,19,0.0,\N
510,224,56,R,20,0.0,\N
510,152,51,R,21,0.0,\N
510,119,21,R,22,0.0,\N
510,206,25,R,23,0.0,\N
510,191,25,R,24,0.0,\N
510,176,54,F,25,0.0,\N
510,222,6,F,26,0.0,\N
510,211,3,F,27,0.0,\N
510,214,3,F,28,0.0,\N
511,178,3,1,1,9.0,\N
511,199,3,2,2,6.0,\N
511,202,27,3,3,4.0,\N
511,173,32,4,4,3.0,\N
511,172,27,5,5,2.0,\N
511,207,32,6,6,1.0,\N
511,163,4,7,7,0.0,\N
511,176,54,8,8,0.0,\N
511,211,3,9,9,0.0,\N
511,177,56,10,10,0.0,\N
511,222,6,11,11,0.0,\N
511,187,1,N,12,0.0,\N
511,203,6,R,13,0.0,\N
511,197,25,N,14,0.0,\N
511,200,21,R,15,0.0,\N
511,152,51,R,16,0.0,\N
511,137,34,R,17,0.0,\N
511,212,34,R,18,0.0,\N
511,158,45,R,19,0.0,\N
511,119,21,R,20,0.0,\N
511,136,57,R,21,0.0,\N
511,224,56,R,22,0.0,\N
511,206,25,R,23,0.0,\N
511,110,51,R,24,0.0,\N
511,117,1,W,25,0.0,\N
511,191,25,F,26,0.0,\N
511,209,3,F,27,0.0,\N
512,172,27,1,1,9.0,\N
512,199,32,2,2,6.0,\N
512,187,1,3,3,4.0,\N
512,221,27,4,4,3.0,\N
512,207,32,5,5,2.0,\N
512,224,56,6,6,1.0,\N
512,173,58,7,7,0.0,\N
512,200,21,8,8,0.0,\N
512,178,3,9,9,0.0,\N
512,223,3,10,10,0.0,\N
512,206,57,11,11,0.0,\N
512,203,6,R,12,0.0,\N
512,212,32,R,13,0.0,\N
512,136,58,R,14,0.0,\N
512,231,59,R,15,0.0,\N
512,197,25,R,16,0.0,\N
512,219,4,R,17,0.0,\N
512,182,204,R,18,0.0,\N
512,163,4,R,19,0.0,\N
512,222,6,R,20,0.0,\N
512,202,25,R,21,0.0,\N
512,175,1,R,22,0.0,\N
512,137,204,R,23,0.0,\N
512,232,60,R,24,0.0,\N
512,119,21,W,25,0.0,\N
512,233,54,W,26,0.0,\N
513,172,27,1,1,9.0,\N
513,221,27,2,2,6.0,\N
513,199,32,3,3,4.0,\N
513,202,25,4,4,3.0,\N
513,203,6,5,5,2.0,\N
513,222,6,6,6,1.0,\N
513,200,21,7,7,0.0,\N
513,187,1,8,8,0.0,\N
513,119,21,9,9,0.0,\N
513,219,4,10,10,0.0,\N
513,224,56,11,11,0.0,\N
513,173,58,12,12,0.0,\N
513,206,57,13,13,0.0,\N
513,136,58,14,14,0.0,\N
513,223,3,15,15,0.0,\N
513,178,3,R,16,0.0,\N
513,233,54,R,17,0.0,\N
513,163,4,R,18,0.0,\N
513,231,59,R,19,0.0,\N
513,175,1,R,20,0.0,\N
513,182,204,R,21,0.0,\N
513,137,204,R,22,0.0,\N
513,207,32,R,23,0.0,\N
513,197,25,R,24,0.0,\N
513,212,32,F,25,0.0,\N
513,232,60,F,26,0.0,\N
514,203,6,1,1,9.0,\N
514,222,6,2,2,6.0,\N
514,197,25,3,3,4.0,\N
514,207,32,4,4,3.0,\N
514,199,32,5,5,2.0,\N
514,182,204,6,6,1.0,\N
514,137,204,7,7,0.0,\N
514,231,59,8,8,0.0,\N
514,223,3,9,9,0.0,\N
514,175,1,10,10,0.0,\N
514,119,21,11,11,0.0,\N
514,200,21,12,12,0.0,\N
514,224,56,13,13,0.0,\N
514,212,32,R,14,0.0,\N
514,163,4,R,15,0.0,\N
514,178,3,R,16,0.0,\N
514,187,1,R,17,0.0,\N
514,233,54,R,18,0.0,\N
514,219,4,R,19,0.0,\N
514,172,27,R,20,0.0,\N
514,202,25,R,21,0.0,\N
514,173,58,R,22,0.0,\N
514,221,27,R,23,0.0,\N
514,136,58,R,24,0.0,\N
514,206,57,F,25,0.0,\N
514,232,60,F,26,0.0,\N
515,203,6,1,1,9.0,\N
515,222,6,2,2,6.0,\N
515,178,3,3,3,4.0,\N
515,207,32,4,4,3.0,\N
515,221,27,5,5,2.0,\N
515,197,25,6,6,1.0,\N
515,173,58,7,7,0.0,\N
515,137,204,8,8,0.0,\N
515,200,21,9,9,0.0,\N
515,202,25,D,10,0.0,\N
515,212,32,R,11,0.0,\N
515,206,57,R,12,0.0,\N
515,187,1,R,13,0.0,\N
515,233,54,D,14,0.0,\N
515,223,3,R,15,0.0,\N
515,136,58,R,16,0.0,\N
515,119,21,R,17,0.0,\N
515,199,32,R,18,0.0,\N
515,224,56,R,19,0.0,\N
515,232,60,R,20,0.0,\N
515,172,27,R,21,0.0,\N
515,231,59,R,22,0.0,\N
515,182,204,R,23,0.0,\N
515,175,1,R,24,0.0,\N
515,163,4,W,25,0.0,\N
515,219,4,W,26,0.0,\N
516,221,27,1,1,9.0,\N
516,199,32,2,2,6.0,\N
516,207,32,3,3,4.0,\N
516,222,6,4,4,3.0,\N
516,197,25,5,5,2.0,\N
516,202,25,6,6,1.0,\N
516,203,6,7,7,0.0,\N
516,200,21,8,8,0.0,\N
516,163,4,9,9,0.0,\N
516,119,21,10,10,0.0,\N
516,224,56,11,11,0.0,\N
516,136,58,12,12,0.0,\N
516,175,1,13,13,0.0,\N
516,233,54,14,14,0.0,\N
516,182,204,R,15,0.0,\N
516,212,32,R,16,0.0,\N
516,178,3,R,17,0.0,\N
516,173,58,R,18,0.0,\N
516,223,3,R,19,0.0,\N
516,231,59,R,20,0.0,\N
516,219,4,R,21,0.0,\N
516,187,1,R,22,0.0,\N
516,172,27,R,23,0.0,\N
516,137,204,R,24,0.0,\N
516,206,57,F,25,0.0,\N
516,232,60,F,26,0.0,\N
516,234,61,F,27,0.0,\N
517,222,6,1,1,9.0,\N
517,172,27,2,2,6.0,\N
517,202,25,3,3,4.0,\N
517,199,32,4,4,3.0,\N
517,119,21,5,5,2.0,\N
517,187,1,6,6,1.0,\N
517,203,6,7,7,0.0,\N
517,233,54,8,8,0.0,\N
517,224,56,9,9,0.0,\N
517,136,58,10,10,0.0,\N
517,197,25,11,11,0.0,\N
517,221,27,R,12,0.0,\N
517,231,59,R,13,0.0,\N
517,178,3,R,14,0.0,\N
517,207,32,R,15,0.0,\N
517,137,204,R,16,0.0,\N
517,182,204,R,17,0.0,\N
517,163,4,R,18,0.0,\N
517,152,51,R,19,0.0,\N
517,173,58,R,20,0.0,\N
517,200,21,R,21,0.0,\N
517,212,32,R,22,0.0,\N
517,219,4,R,23,0.0,\N
517,223,3,R,24,0.0,\N
517,175,1,F,25,0.0,\N
517,232,60,F,26,0.0,\N
517,206,57,F,27,0.0,\N
517,234,61,F,28,0.0,\N
518,222,6,1,1,9.0,\N
518,223,3,2,2,6.0,\N
518,199,32,3,3,4.0,\N
518,187,1,4,4,3.0,\N
518,221,27,5,5,2.0,\N
518,200,21,6,6,1.0,\N
518,137,204,R,7,0.0,\N
518,219,4,N,8,0.0,\N
518,172,27,R,9,0.0,\N
518,203,6,R,10,0.0,\N
518,178,3,R,11,0.0,\N
518,197,25,R,12,0.0,\N
518,233,54,R,13,0.0,\N
518,182,204,R,14,0.0,\N
518,202,25,R,15,0.0,\N
518,207,32,R,16,0.0,\N
518,224,56,R,17,0.0,\N
518,163,4,R,18,0.0,\N
518,231,59,R,19,0.0,\N
518,119,21,R,20,0.0,\N
518,173,58,F,21,0.0,\N
518,175,1,F,22,0.0,\N
518,136,58,F,23,0.0,\N
518,206,57,F,24,0.0,\N
518,234,60,F,25,0.0,\N
519,219,4,1,1,9.0,\N
519,203,6,2,2,6.0,\N
519,163,4,3,3,4.0,\N
519,178,3,4,4,3.0,\N
519,197,25,5,5,2.0,\N
519,223,3,6,6,1.0,\N
519,222,6,7,7,0.0,\N
519,172,27,8,8,0.0,\N
519,177,59,9,9,0.0,\N
519,175,1,10,10,0.0,\N
519,187,1,11,11,0.0,\N
519,212,32,12,12,0.0,\N
519,199,32,13,13,0.0,\N
519,119,21,14,14,0.0,\N
519,200,21,15,15,0.0,\N
519,173,58,16,16,0.0,\N
519,152,51,17,17,0.0,\N
519,136,58,18,18,0.0,\N
519,202,25,R,19,0.0,\N
519,224,56,R,20,0.0,\N
519,137,204,R,21,0.0,\N
519,207,32,R,22,0.0,\N
519,235,27,R,23,0.0,\N
519,182,204,R,24,0.0,\N
519,233,54,W,25,0.0,\N
519,236,57,F,26,0.0,\N
519,232,60,F,27,0.0,\N
520,223,3,1,1,9.0,\N
520,163,4,2,2,6.0,\N
520,197,25,3,3,4.0,\N
520,187,1,4,4,3.0,\N
520,222,6,5,5,2.0,\N
520,235,27,6,6,1.0,\N
520,175,1,7,7,0.0,\N
520,199,32,8,8,0.0,\N
520,212,32,9,9,0.0,\N
520,202,25,10,10,0.0,\N
520,136,58,11,11,0.0,\N
520,173,58,12,12,0.0,\N
520,236,57,13,13,0.0,\N
520,203,6,14,14,0.0,\N
520,119,21,R,15,0.0,\N
520,172,27,R,16,0.0,\N
520,177,59,R,17,0.0,\N
520,178,3,R,18,0.0,\N
520,200,21,R,19,0.0,\N
520,224,56,R,20,0.0,\N
520,219,4,R,21,0.0,\N
520,182,204,R,22,0.0,\N
520,207,32,R,23,0.0,\N
520,137,204,R,24,0.0,\N
520,233,54,F,25,0.0,\N
520,232,60,F,26,0.0,\N
521,178,3,1,1,9.0,\N
521,223,3,2,2,6.0,\N
521,172,27,3,3,4.0,\N
521,222,6,4,4,3.0,\N
521,187,1,5,5,2.0,\N
521,200,21,6,6,1.0,\N
521,209,25,7,7,0.0,\N
521,203,6,8,8,0.0,\N
521,202,25,9,9,0.0,\N
521,136,58,10,10,0.0,\N
521,173,58,11,11,0.0,\N
521,137,204,12,12,0.0,\N
521,119,21,R,13,0.0,\N
521,175,1,R,14,0.0,\N
521,177,59,R,15,0.0,\N
521,182,204,R,16,0.0,\N
521,235,27,R,17,0.0,\N
521,212,32,R,18,0.0,\N
521,207,32,R,19,0.0,\N
521,163,4,R,20,0.0,\N
521,219,4,R,21,0.0,\N
521,224,56,R,22,0.0,\N
521,199,32,R,23,0.0,\N
521,233,54,R,24,0.0,\N
521,236,57,F,25,0.0,\N
521,232,60,F,26,0.0,\N
522,178,3,1,1,9.0,\N
522,203,6,2,2,6.0,\N
522,172,27,3,3,4.0,\N
522,222,6,4,4,3.0,\N
522,223,3,5,5,2.0,\N
522,163,4,6,6,1.0,\N
522,202,25,7,7,0.0,\N
522,206,25,8,8,0.0,\N
522,187,1,9,9,0.0,\N
522,175,1,10,10,0.0,\N
522,182,204,R,11,0.0,\N
522,236,57,R,12,0.0,\N
522,119,21,R,13,0.0,\N
522,173,58,R,14,0.0,\N
522,137,204,R,15,0.0,\N
522,233,54,R,16,0.0,\N
522,235,27,R,17,0.0,\N
522,199,32,R,18,0.0,\N
522,219,4,R,19,0.0,\N
522,177,59,R,20,0.0,\N
522,224,56,R,21,0.0,\N
522,136,58,R,22,0.0,\N
522,200,21,R,23,0.0,\N
522,207,32,R,24,0.0,\N
522,212,32,F,25,0.0,\N
522,232,60,F,26,0.0,\N
523,178,3,1,1,9.0,\N
523,222,6,2,2,6.0,\N
523,172,27,3,3,4.0,\N
523,137,204,4,4,3.0,\N
523,235,27,5,5,2.0,\N
523,200,21,6,6,1.0,\N
523,212,32,7,7,0.0,\N
523,202,25,R,8,0.0,\N
523,203,6,R,9,0.0,\N
523,173,58,R,10,0.0,\N
523,177,59,R,11,0.0,\N
523,219,4,R,12,0.0,\N
523,187,1,R,13,0.0,\N
523,197,25,R,14,0.0,\N
523,233,54,R,15,0.0,\N
523,136,58,R,16,0.0,\N
523,207,32,R,17,0.0,\N
523,119,21,R,18,0.0,\N
523,175,1,R,19,0.0,\N
523,182,204,W,20,0.0,\N
523,224,56,R,21,0.0,\N
523,199,32,R,22,0.0,\N
523,163,4,R,23,0.0,\N
523,223,3,R,24,0.0,\N
523,236,57,F,25,0.0,\N
523,232,60,F,26,0.0,\N
524,222,6,1,1,9.0,\N
524,203,6,2,2,6.0,\N
524,223,3,3,3,4.0,\N
524,182,204,4,4,3.0,\N
524,207,32,5,5,2.0,\N
524,197,25,6,6,1.0,\N
524,199,32,7,7,0.0,\N
524,224,56,8,8,0.0,\N
524,178,3,9,9,0.0,\N
524,202,25,10,10,0.0,\N
524,233,54,11,11,0.0,\N
524,230,51,12,12,0.0,\N
524,119,21,13,13,0.0,\N
524,219,4,14,14,0.0,\N
524,172,27,R,15,0.0,\N
524,177,59,R,16,0.0,\N
524,235,27,R,17,0.0,\N
524,173,58,R,18,0.0,\N
524,152,51,R,19,0.0,\N
524,163,4,R,20,0.0,\N
524,187,1,R,21,0.0,\N
524,175,1,R,22,0.0,\N
524,200,21,R,23,0.0,\N
524,137,204,R,24,0.0,\N
524,136,58,F,25,0.0,\N
524,176,57,F,26,0.0,\N
524,232,60,F,27,0.0,\N
524,212,62,F,28,0.0,\N
525,178,3,1,1,9.0,\N
525,203,6,2,2,6.0,\N
525,223,3,3,3,4.0,\N
525,222,6,4,4,3.0,\N
525,202,25,5,5,2.0,\N
525,187,1,6,6,1.0,\N
525,217,182,7,7,0.0,\N
525,224,56,8,8,0.0,\N
525,136,58,9,9,0.0,\N
525,207,32,10,10,0.0,\N
525,137,182,R,11,0.0,\N
525,230,51,R,12,0.0,\N
525,235,27,R,13,0.0,\N
525,197,25,R,14,0.0,\N
525,206,25,R,15,0.0,\N
525,212,62,R,16,0.0,\N
525,219,4,R,17,0.0,\N
525,173,58,R,18,0.0,\N
525,199,32,R,19,0.0,\N
525,119,21,R,20,0.0,\N
525,175,1,R,21,0.0,\N
525,163,4,R,22,0.0,\N
525,233,54,R,23,0.0,\N
525,172,27,R,24,0.0,\N
525,200,21,F,25,0.0,\N
525,176,57,F,26,0.0,\N
525,177,59,F,27,0.0,\N
525,237,56,F,28,0.0,\N
525,232,60,F,29,0.0,\N
525,182,182,W,30,0.0,\N
526,203,6,1,1,9.0,\N
526,163,4,2,2,6.0,\N
526,202,25,3,3,4.0,\N
526,173,58,4,4,3.0,\N
526,233,54,5,5,2.0,\N
526,187,1,6,6,1.0,\N
526,224,56,7,7,0.0,\N
526,137,182,R,8,0.0,\N
526,206,25,R,9,0.0,\N
526,222,6,R,10,0.0,\N
526,119,21,R,11,0.0,\N
526,178,3,R,12,0.0,\N
526,176,57,R,13,0.0,\N
526,223,3,R,14,0.0,\N
526,217,182,R,15,0.0,\N
526,219,4,R,16,0.0,\N
526,177,59,R,17,0.0,\N
526,175,1,R,18,0.0,\N
526,197,25,R,19,0.0,\N
526,207,32,R,20,0.0,\N
526,199,32,R,21,0.0,\N
526,172,27,R,22,0.0,\N
526,235,27,R,23,0.0,\N
526,152,51,R,24,0.0,\N
526,230,51,F,25,0.0,\N
526,200,21,F,26,0.0,\N
526,136,58,F,27,0.0,\N
